connectance,web.asymmetry,links.per.species,number.of.compartments,cluster.coefficient,modularity.Q,nestedness,NODF,weighted.NODF,interaction.strength.asymmetry,specialisation.asymmetry,linkage.density,weighted.connectance,Shannon.diversity,interaction.evenness,Alatalo.interaction.evenness,H2,number.of.species.HL,number.of.species.LL,mean.number.of.shared.partners.HL,mean.number.of.shared.partners.LL,cluster.coefficient.HL,cluster.coefficient.LL,weighted.cluster.coefficient.HL,weighted.cluster.coefficient.LL,niche.overlap.HL,niche.overlap.LL,togetherness.HL,togetherness.LL,C.score.HL,C.score.LL,V.ratio.HL,V.ratio.LL,discrepancy.HL,discrepancy.LL,extinction.slope.HL,extinction.slope.LL,robustness.HL,robustness.LL,functional.complementarity.HL,functional.complementarity.LL,partner.diversity.HL,partner.diversity.LL,generality.HL,vulnerability.LL
0.056121831521645,0.0851882659012594,1.79745137491954,1.5,0.0309823414304692,0.498549262266278,4.20154416737511,16.8383419406578,0,0,-0.0598196499340536,7.98957987948109,0.0617343726224723,5.44527931623522,0.653789257354933,1,0,70.35,59.25,0.309700354017739,0.510989974669705,0.056121831521645,0.056121831521645,0.354422425291844,0.356600158641173,0.0725217983717235,0.126378093886812,0.017458835089378,0.0299748017241183,0.832912600213688,0.738446282966972,5.86140653219552,4.0761805743074,148.3,156.65,2.56598000685237,1.92039622621428,0.710677288118356,0.654027542367208,108.733637753527,107.602332189131,0.757544420815244,1.02593837767802,3.32010356558099,3.93387250868023
0.238405642823588,0.672988713109811,1.45388058997179,1,0.146130952380952,0.442452289442149,25.4408721394662,35.0920093976367,0,0,-0.39887142496443,8.39816268248753,0.179976188521041,4.19093848574005,0.74415442268793,1,0,39.25,7.4,0.598492634952961,2.13186507936508,0.238405642823588,0.238405642823588,0.766070490170108,0.18505596668044,0.321664706340262,0.205042012690577,0.186934901746405,0.114008048456551,0.512358611137165,0.52291460740566,1.16658749915823,7.65114902876573,28.55,27.6,6.98119236605567,1.53471031254155,0.852399958864823,0.602656369477335,24.2114870234383,25.7044328465889,0.387622933023237,1.91792570889816,1.73929031571009,9.20029761904762
0.0383965307005529,0.6418527415463,3.34384303779365,1,0.0188721294845715,0.413761579492216,3.8509367206947,10.2012732515643,0,0,-0.297568897292201,21.9544781964069,0.0370041369985758,7.59183986277898,0.699554286017227,1,0,487.55,106.2,0.255027683999242,2.04451311657403,0.0383965307005529,0.0383965307005529,0.806505277622892,0.407292180531453,0.0477864961131645,0.106814264073529,0.00947428419138203,0.0236975261452436,0.88390611756314,0.735043978725499,8.98858598173795,14.4193301530413,1417.65,1500.7,11.8979177717761,2.22500512249991,0.909200004872273,0.68407054710435,720.501631698837,471.1771178472,0.918638447074857,2.59390802328988,4.07467463128389,18.7015100332138
0.101381414456632,0.713788578748527,1.85910078735228,1.05,0.0517197682068459,0.461946809302198,9.21561333310801,23.292891984112,0,0,-0.412280984050412,15.275269701032,0.10010301005063,5.62876224265235,0.710663772638493,1,0,129.85,21.45,0.422704440999613,2.03806538526235,0.101381414456632,0.101381414456632,0.825732451611251,0.245256254017153,0.19347749565336,0.144004564912797,0.0601081092583088,0.048681550524179,0.673648123456625,0.639302377977924,2.51312012434741,16.4948917151725,162,155.65,7.71662889800293,1.58689959427782,0.863026058401647,0.612032829187154,102.692398597428,82.5647318117584,0.502489476951789,2.14855796177447,2.16996007904395,13.105510360999
0.168403398652739,0.49867648206321,2.62984518913678,1,0.114763782810121,0.334194434374322,10.3949781886409,44.4077016885838,0,0,-0.247692016379642,12.5761744590049,0.150858802499461,5.38572974096873,0.751139754554564,1,0,62.55,20.9,1.0078806726319,2.94320387401892,0.168403398652739,0.168403398652739,0.910974295236358,0.557784711455056,0.257180401786905,0.243073136522649,0.112865186043764,0.114719324219512,0.476396090369232,0.451120775556682,4.32992465761846,11.8040074495022,89.7,89.45,6.43378896026322,2.39636245839414,0.84604093503955,0.697167506561014,77.4273177705788,66.0093143639211,0.911668043700331,1.94878743906098,3.51439628260438,10.4993318688685
0.104240504990766,0.406846387766136,2.34645435287742,1,0.0627135799854262,0.38011856020749,14.1388459650103,20.6074829356409,0,0,-0.229320216350929,9.01291203821655,0.0832699770070716,5.5336080178374,0.709742531237281,1,0,76.3,32.1,0.466270379882954,1.4086007093704,0.104240504990766,0.104240504990766,0.742094959174399,0.447902035565168,0.104957196563908,0.153175588538107,0.041108998255559,0.0661748914142054,0.762755097235086,0.668364349829212,3.73909000866781,4.47845082667305,153.05,158.55,5.88969124736474,2.12504016030122,0.840784061189373,0.674285996615117,117.893262298834,98.1466126013795,0.831338417560728,1.82519108964145,3.33730145432718,7.93857941831383
0.0964140233095177,0.292484343531512,1.96662699550587,1.1,0.0584688148727441,0.424930104476927,8.70077181531936,22.2880849193204,0,0,-0.212524998014893,7.81945340275303,0.0871831650228622,5.16921729559666,0.688205557636226,1,0,58.1,31.7,0.425002800761647,1.04540912041579,0.0964140233095177,0.0964140233095177,0.611063515963826,0.402474126188556,0.11060779746513,0.16774737213991,0.0379829016871442,0.0651982789952814,0.759759194176893,0.631192464813895,4.33738171593157,4.22954002058452,95.8,103.5,3.72015999362775,1.91727236673977,0.772462901312745,0.654108420902771,82.2540031430795,73.7259639102147,0.729744788357259,1.38548900446403,3.04938252538443,5.59254226146819
0.123438472606819,0.349476447532949,1.17028195086383,1.5,0.0831855562737915,0.599225180655552,12.8946465278609,19.0592861619504,0,0,-0.193517263332613,4.96797237022199,0.111276185102121,3.94222164925266,0.652252596035571,1,0,30.6,14.35,0.378105427752219,0.385505336167101,0.123438472606819,0.123438472606819,0.212738971289301,0.0577226344019559,0.237640249458766,0.106944925894429,0.0942454919863119,0.0389068095707812,0.671464440739888,0.794919060122136,0.880711490451594,4.60601388895683,32.7,27.45,2.32930364866754,1.52115200896408,0.690877269961966,0.601204624619608,25.8153986502872,28.8713823763826,0.408810548791841,0.912175375467197,1.74489560265865,3.67154820261438
0.112897345984796,0.534246809027103,1.27468076585414,1.55,0.0682737809576045,0.558970822570822,9.7868696215357,24.9264092815774,0,0,-0.248502593787502,8.53054981204388,0.13185323316422,4.398466480259,0.667878932225573,1,0,49.6,14.9,0.461829022673333,0.596862916495269,0.112897345984796,0.112897345984796,0.439228203735284,0.0726163870925685,0.281605505781994,0.10505193910857,0.102828449987599,0.031713530183466,0.595053915146398,0.769963854708477,1.14988920648811,10.8337033763417,45.8,41.5,2.93510541838874,1.44844577076391,0.736563583651593,0.590374222739607,32.1816040824677,35.664848110808,0.354848580036831,1.18616412299737,1.66306609653827,5.56697940131764
0.258607633193347,0.504133796771025,2.08131665803018,1,0.236290792540793,0.340830003794974,20.6056470236347,48.6951781752414,0,0,-0.207603150501549,8.67620608571934,0.199458621815957,4.49414685565847,0.7679984500671,1,0,32.75,10.75,1.10220010209782,2.46304945054945,0.258607633193347,0.258607633193347,0.833442308986598,0.487533176751418,0.361485912621187,0.251632207931153,0.21911153717726,0.125769352620972,0.390045461774694,0.496335117558539,1.7458549579263,7.8451548229993,32.1,31,6.2067508391415,2.41482677309898,0.843123203318623,0.696343405395138,33.5575496207345,31.0087089902353,0.814055889768189,1.81409941599998,2.77398337155602,8.48215423465424
